overlapRound	IA.1.org	IB.1.org	Exp_Name	sn	Gender	Birth	cond	Trial	BlockNum	BlockIt	TrialinBlock	respType	posttgap	keybResp	keybRT	keyDef	Set	IA.1	IB.1	nIA	nIB	ones	trial	trial_type	averageP	sdP	overlap	direct.xVy	correct	targetPresent	dirOverlap	correct01	overlapRoundSN	res.RT	fit.RT
0.25	a thief	an adult	cMorals	byyl299	Male	25	cMorals1	54	1	1	54	key	500	k	8.36841472205664	No	1_1	1个小偷	1位成年人	1	1	1	54	1	0.104307692307692	0.0291577310403783	0.208615384615385	-1	1	FALSE	-0.791384615384615	1	0.25	-0.70893690515775	9.07735162721439
0.25	5 mentors	52 terrorists	cMorals	byyl299	Male	25	cMorals1	76	1	1	76	key	500	d	8.78477459216102	Yes	1_1	5位导师	52个恐怖分子	1	1	1	76	1	0.891957264957265	0.0293324279352641	0.21608547008547	1	1	TRUE	0.78391452991453	1	0.25	-0.204760423512307	8.98953501567332
0.25	50 elderly people	a hooligan	cMorals	byyl299	Male	25	cMorals1	19	1	1	19	key	500	d	9.43891713661879	Yes	1_1	50位老人	1个流氓	1	1	1	19	1	0.856123966942149	0.0320195727333359	0.287752066115702	1	1	TRUE	0.712247933884298	1	0.25	0.221857263770878	9.21705987284792
0.25	a billionaire	3 pedophiles	cMorals	byyl299	Male	25	cMorals1	75	1	1	75	key	500	d	9.3396917906697	Yes	1_1	1位亿万富翁	3个恋童癖	1	1	1	75	1	0.102482142857143	0.0294160459680265	0.204964285714286	1	1	TRUE	0.795035714285714	1	0.25	0.34616511083542	8.99352667983428
0.25	7 assassins	47 university students	cMorals	byyl299	Male	25	cMorals1	6	1	1	6	key	500	k	9.02392645287834	No	1_1	7位刺客	47位大学生	1	1	1	6	1	0.872175438596491	0.0297888697017227	0.255649122807017	-1	1	FALSE	-0.744350877192983	1	0.25	-0.245025054062027	9.26895150694037
0.25	53 judges	a rapist	cMorals	byyl299	Male	25	cMorals1	68	1	1	68	key	500	d	9.72299033063139	Yes	1_1	53位法官	1位强奸犯	1	1	1	68	1	0.896827067669173	0.0267307301167971	0.206345864661654	1	1	TRUE	0.793654135338346	1	0.25	0.701522001670409	9.02146832896099
0.35	7 convicts	a mentor	cMorals	byyl299	Male	25	cMorals1	29	1	1	29	key	500	k	9.58222801381856	No	1_1	7位罪犯	1位导师	1	1	1	29	1	0.175893442622951	0.0356243579726003	0.351786885245902	-1	1	FALSE	-0.648213114754098	1	0.35	0.40508478258022	9.17714323123834
0.35	a police officer	50 thieves	cMorals	byyl299	Male	25	cMorals1	71	1	1	71	key	500	k	9.59554154640233	No	1_1	1位警察	50个小偷	1	1	1	71	1	0.189376923076923	0.0350811718392031	0.378753846153846	1	0	TRUE	0.621246153846154	0	0.35	0.586048209924217	9.00949333647811
0.35	49 hooligans	47 olympians	cMorals	byyl299	Male	25	cMorals1	101	1	1	101	key	500	k	9.63982794947993	No	1_1	49个流氓	47名奥运选手	1	1	1	101	1	0.834213675213675	0.0333383796373139	0.33157264957265	-1	1	FALSE	-0.66842735042735	1	0.35	0.750084537830547	8.88974341164938
0.35	52 terrorists	6 addicts	cMorals	byyl299	Male	25	cMorals1	52	1	1	52	key	500	k	8.08981984076194	No	1_1	52个恐怖分子	6位瘾君子	1	1	1	52	1	0.186581967213115	0.0340771875419755	0.37316393442623	-1	1	FALSE	-0.62683606557377	1	0.35	-0.995515114774374	9.08533495553631
0.35	47 university students	7 convicts	cMorals	byyl299	Male	25	cMorals1	95	1	1	95	key	500	d	7.9933160999035	Yes	1_1	47位大学生	7位罪犯	1	1	1	95	1	0.841529411764706	0.0330127729796904	0.316941176470588	1	1	TRUE	0.683058823529412	1	0.35	-0.920377296711623	8.91369339661513
0.35	53 rapists	a convict	cMorals	byyl299	Male	25	cMorals1	84	1	1	84	key	500	d	8.1027983314833	Yes	1_1	53个强奸犯	1位罪犯	1	1	1	84	1	0.191944	0.0365660763815581	0.383888	-1	0	FALSE	-0.616112	0	0.35	-0.85480337090236	8.95760170238566
0.35	7 assassins	a judge	cMorals	byyl299	Male	25	cMorals1	26	1	1	26	key	500	k	9.14217929730842	No	1_1	7位刺客	1位法官	1	1	1	26	1	0.1644	0.0340448858529509	0.3288	-1	1	FALSE	-0.6712	1	0.35	-0.0469389264127905	9.18911822372121
0.45	47 pedophiles	a convict	cMorals	byyl299	Male	25	cMorals1	27	1	1	27	key	500	d	9.67890546702757	Yes	1_1	47个恋童癖	1位罪犯	1	1	1	27	1	0.210859375	0.0357816567226448	0.42171875	-1	0	FALSE	-0.57828125	0	0.45	0.493778907467318	9.18512655956025
0.45	a hooligan	a billionaire	cMorals	byyl299	Male	25	cMorals1	105	1	1	105	key	500	k	8.94699963091017	No	1_1	1个流氓	1位亿万富翁	1	1	1	105	1	0.778738738738739	0.0397846466297094	0.442522522522522	-1	1	FALSE	-0.557477477477478	1	0.45	0.0732228759046241	8.87377675500555
0.45	a thief	a celebrity	cMorals	byyl299	Male	25	cMorals1	78	1	1	78	key	500	k	9.40545475056889	No	1_1	1个小偷	1个明星	1	1	1	78	1	0.76672972972973	0.0386695117621321	0.466540540540541	-1	1	FALSE	-0.533459459459459	1	0.45	0.423903063217482	8.98155168735141
0.45	a billionaire	50 thieves	cMorals	byyl299	Male	25	cMorals1	57	1	1	57	key	500	d	9.33034316437088	Yes	1_1	1位亿万富翁	50个小偷	1	1	1	57	1	0.220657894736842	0.038544905003116	0.441315789473684	1	1	TRUE	0.558684210526316	1	0.45	0.264966529639359	9.06537663473152
0.55	49 celebrities	48 soldiers	cMorals	byyl299	Male	25	cMorals1	92	1	1	92	key	500	d	8.46844402640508	Yes	1_1	49个明星	48位士兵	1	1	1	92	1	0.727516393442623	0.0405057148825499	0.544967213114754	-1	0	FALSE	-0.455032786885246	0	0.55	-0.457224362692922	8.925668389098
0.55	3 pedophiles	a hooligan	cMorals	byyl299	Male	25	cMorals1	21	1	1	21	key	500	k	9.41315059519794	No	1_1	3个恋童癖	1个流氓	1	1	1	21	1	0.271067226890756	0.0404795726535519	0.542134453781513	-1	1	FALSE	-0.457865546218487	1	0.55	0.204074050671943	9.209076544526
0.55	48 soldiers	48 nuns	cMorals	byyl299	Male	25	cMorals1	16	1	1	16	key	500	k	9.43224315385426	No	1_1	48位士兵	48位修女	1	1	1	16	1	0.285885964912281	0.0411811591631218	0.571771929824561	1	0	TRUE	0.428228070175439	0	0.55	0.203208288523471	9.22903486533079
0.55	8 billionaires	51 convicts	cMorals	byyl299	Male	25	cMorals1	23	1	1	23	key	500	d	9.1759352452517	Yes	1_1	8位亿万富翁	51个罪犯	1	1	1	23	1	0.255798319327731	0.0406202926499933	0.511596638655462	1	1	TRUE	0.488403361344538	1	0.55	-0.0251579709523868	9.20109321620408
0.55	51 convicts	4 nuns	cMorals	byyl299	Male	25	cMorals1	72	1	1	72	key	500	k	8.17148644768143	No	1_1	51个罪犯	4位修女	1	1	1	72	1	0.708321739130435	0.0421695817306715	0.58335652173913	-1	1	FALSE	-0.41664347826087	1	0.55	-0.834015224635724	9.00550167231715
0.65	a mentor	5 celebrities	cMorals	byyl299	Male	25	cMorals1	11	1	1	11	key	500	k	9.22359217765252	No	1_1	1位导师	5个明星	1	1	1	11	1	0.34671875	0.0410369670599324	0.6934375	1	0	TRUE	0.3065625	0	0.65	-0.025401008483055	9.24899318613558
0.65	51 convicts	8 terrorists	cMorals	byyl299	Male	25	cMorals1	31	1	1	31	key	500	d	9.62853083488284	Yes	1_1	51个罪犯	8位恐怖分子	1	1	1	31	1	0.65590350877193	0.0434365478208752	0.68819298245614	1	1	TRUE	0.31180701754386	1	0.65	0.459370931966418	9.16915990291642
0.65	a pedophile	6 thieves	cMorals	byyl299	Male	25	cMorals1	44	1	1	44	key	500	k	8.85770013479279	No	1_1	1位恋童癖的人	6个小偷	1	1	1	44	1	0.658887096774194	0.0418673051141657	0.682225806451613	-1	1	FALSE	-0.317774193548387	1	0.65	-0.259568134031178	9.11726826882397
0.65	3 olympians	49 orphans	cMorals	byyl299	Male	25	cMorals1	13	1	1	13	key	500	k	8.95547392846641	No	1_1	3个奥运选手	49个孤儿	1	1	1	13	1	0.317038759689923	0.040344858789098	0.634077519379845	-1	1	FALSE	-0.365922480620155	1	0.65	-0.285535929347252	9.24100985781366
0.65	49 orphans	48 nuns	cMorals	byyl299	Male	25	cMorals1	46	1	1	46	key	500	k	9.53970886522458	No	1_1	49个孤儿	48位修女	1	1	1	46	1	0.329076271186441	0.0444426211783304	0.658152542372881	1	0	TRUE	0.341847457627119	0	0.65	0.430423924722524	9.10928494050206
0.65	a pedophile	a terrorist	cMorals	byyl299	Male	25	cMorals1	63	1	1	63	key	500	d	9.23280611669068	Yes	1_1	1位恋童癖的人	1位恐怖分子	1	1	1	63	1	0.300682926829268	0.0417129967036195	0.601365853658537	-1	0	FALSE	-0.398634146341463	0	0.65	0.191379466924908	9.04142664976577
0.65	a terrorist	53 rapists	cMorals	byyl299	Male	25	cMorals1	14	1	1	14	key	500	k	9.10711091732764	No	1_1	1位恐怖分子	53个强奸犯	1	1	1	14	1	0.302773913043478	0.0421947817348876	0.605547826086957	1	0	TRUE	0.394452173913043	0	0.65	-0.129907276325064	9.2370181936527
0.65	a mentor	6 addicts	cMorals	byyl299	Male	25	cMorals1	69	1	1	69	key	500	d	9.12255778859177	Yes	1_1	1位导师	6位瘾君子	1	1	1	69	1	0.312806451612903	0.0395943606461408	0.625612903225806	1	1	TRUE	0.374387096774194	1	0.65	0.105081123791747	9.01747666480003
0.65	48 soldiers	6 police officers	cMorals	byyl299	Male	25	cMorals1	4	1	1	4	key	500	d	9.63439168156042	Yes	1_1	48位士兵	6位警察	1	1	1	4	1	0.651050420168067	0.0422218690267242	0.697899159663866	1	1	TRUE	0.302100840336134	1	0.65	0.357456846298138	9.27693483526228
0.75	49 hooligans	51 convicts	cMorals	byyl299	Male	25	cMorals1	114	1	1	114	key	500	k	8.06539090810158	No	1_1	49个流氓	51个罪犯	1	1	1	114	1	0.398818181818182	0.0467502115127982	0.797636363636364	-1	1	FALSE	-0.202363636363636	1	0.75	-0.772460869455348	8.83785177755693
0.75	a judge	50 addicts	cMorals	byyl299	Male	25	cMorals1	49	1	1	49	key	500	k	8.09413421490794	No	1_1	1位法官	50个瘾君子	1	1	1	49	1	0.377016260162602	0.0453633796015095	0.754032520325203	1	0	TRUE	0.245967479674797	0	0.75	-1.00317573311125	9.09730994801918
0.75	4 nuns	49 mentors	cMorals	byyl299	Male	25	cMorals1	73	1	1	73	key	500	k	8.15127566610971	No	1_1	4位修女	49位导师	1	1	1	73	1	0.389587301587302	0.0423773605626508	0.779174603174603	-1	1	FALSE	-0.220825396825397	1	0.75	-0.850234342046483	9.0015100081562
0.75	8 terrorists	51 assassins	cMorals	byyl299	Male	25	cMorals1	45	1	1	45	key	500	k	9.08175671907627	No	1_1	8位恐怖分子	51位刺客	1	1	1	45	1	0.640936	0.0450486102036598	0.718128	-1	1	FALSE	-0.281872	1	0.75	-0.0315198855867424	9.11327660466301
0.75	an astronaut	a soldier	cMorals	byyl299	Male	25	cMorals1	120	1	1	120	key	500	d	9.37088485353387	Yes	1_1	1位宇航员	1位士兵	1	1	1	120	1	0.642338709677419	0.0435264510393098	0.715322580645161	-1	0	FALSE	-0.284677419354839	0	0.75	0.556983060942688	8.81390179259118
0.75	6 addicts	3 university students	cMorals	byyl299	Male	25	cMorals1	83	1	1	83	key	500	k	8.60926175923046	No	1_1	6位瘾君子	3位大学生	1	1	1	83	1	0.6403125	0.0414700102958926	0.719375	-1	1	FALSE	-0.280625	1	0.75	-0.352331607316162	8.96159336654662
0.75	5 orphans	a judge	cMorals	byyl299	Male	25	cMorals1	116	1	1	116	key	500	k	7.89699903059599	No	1_1	5个孤儿	1位法官	1	1	1	116	1	0.604327868852459	0.0453024137478811	0.791344262295082	1	0	TRUE	0.208655737704918	0	0.75	-0.932869418639023	8.82986844923501
0.75	an elderly person	48 nuns	cMorals	byyl299	Male	25	cMorals1	65	1	1	65	key	500	k	9.46505235535845	No	1_1	1位老人	48位修女	1	1	1	65	1	0.3995	0.0479287882656563	0.799	1	0	TRUE	0.201	0	0.75	0.431609033914596	9.03344332144386
0.75	49 celebrities	50 police officers	cMorals	byyl299	Male	25	cMorals1	93	1	1	93	key	500	d	8.2843022886479	Yes	1_1	49个明星	50位警官	1	1	1	93	1	0.395213675213675	0.0437207404565733	0.79042735042735	-1	0	FALSE	-0.20957264957265	0	0.75	-0.637374436289141	8.92167672493704
0.85	49 celebrities	an adult	cMorals	byyl299	Male	25	cMorals1	24	1	1	24	key	500	d	8.90719265391118	Yes	1_1	49个明星	1位成年人	1	1	1	24	1	0.421642276422764	0.0448360305899399	0.843284552845529	-1	0	FALSE	-0.156715447154471	0	0.85	-0.289908898131945	9.19710155204313
0.85	a billionaire	49 mentors	cMorals	byyl299	Male	25	cMorals1	118	1	1	118	key	500	k	9.43365990780326	No	1_1	1位亿万富翁	49位导师	1	1	1	118	1	0.570431034482759	0.0459989301331309	0.859137931034483	-1	1	FALSE	-0.140862068965517	1	0.85	0.61177478689016	8.8218851209131
0.85	49 orphans	50 elderly people	cMorals	byyl299	Male	25	cMorals1	50	1	1	50	key	500	d	8.39895004992539	Yes	1_1	49个孤儿	50位老人	1	1	1	50	1	0.56390243902439	0.0442518659945171	0.872195121951219	1	1	TRUE	0.127804878048781	1	0.85	-0.694368233932839	9.09331828385822
0.85	a university student	3 university students	cMorals	byyl299	Male	25	cMorals1	113	1	1	113	key	500	k	8.28268531002222	No	1_1	1位大学生	3位大学生	1	1	1	113	1	0.447870967741935	0.0446072723594816	0.895741935483871	1	0	TRUE	0.104258064516129	0	0.85	-0.559158131695662	8.84184344171789
0.85	7 convicts	50 thieves	cMorals	byyl299	Male	25	cMorals1	15	1	1	15	key	500	k	8.99942179028528	No	1_1	7位罪犯	50个小偷	1	1	1	15	1	0.429598360655738	0.0469142105288544	0.859196721311475	1	0	TRUE	0.140803278688525	0	0.85	-0.233604739206469	9.23302652949175
0.85	5 celebrities	a nun	cMorals	byyl299	Male	25	cMorals1	7	1	1	7	key	500	k	9.24910905990424	No	1_1	5个明星	1位修女	1	1	1	7	1	0.445868217054264	0.0453603980168578	0.891736434108527	-1	1	FALSE	-0.108263565891473	1	0.85	-0.0158507828751657	9.26495984277941
0.85	49 mentors	3 olympians	cMorals	byyl299	Male	25	cMorals1	55	1	1	55	key	500	d	9.0386501022516	Yes	1_1	49位导师	3个奥运选手	1	1	1	55	1	0.414496183206107	0.0425504356775082	0.828992366412214	1	1	TRUE	0.171007633587786	1	0.85	-0.0347098608018396	9.07335996305344
0.85	a hooligan	6 thieves	cMorals	byyl299	Male	25	cMorals1	104	1	1	104	key	500	k	9.33153092876644	No	1_1	1个流氓	6个小偷	1	1	1	104	1	0.446705882352941	0.0448203213078455	0.893411764705882	1	0	TRUE	0.106588235294118	0	0.85	0.453762509599931	8.8777684191665
0.85	6 addicts	a celebrity	cMorals	byyl299	Male	25	cMorals1	70	1	1	70	key	500	k	8.65919609921358	No	1_1	6位瘾君子	1个明星	1	1	1	70	1	0.427614035087719	0.0452270009597248	0.855228070175439	-1	1	FALSE	-0.144771929824561	1	0.85	-0.35428890142549	9.01348500063907
0.85	53 judges	a police officer	cMorals	byyl299	Male	25	cMorals1	62	1	1	62	key	500	d	9.74479658116683	Yes	1_1	53位法官	1位警察	1	1	1	62	1	0.449859259259259	0.0417441402522442	0.899718518518518	-1	0	FALSE	-0.100281481481482	0	0.85	0.699378267240094	9.04541831392673
0.85	5 mentors	an orphan	cMorals	byyl299	Male	25	cMorals1	115	1	1	115	key	500	d	9.32038689115079	Yes	1_1	5位导师	1个孤儿	1	1	1	115	1	0.434689655172414	0.0462369554434167	0.869379310344828	-1	0	FALSE	-0.130620689655172	0	0.85	0.486526777754818	8.83386011339597
0.85	49 orphans	an orphan	cMorals	byyl299	Male	25	cMorals1	8	1	1	8	key	500	d	8.88080799869979	Yes	1_1	49个孤儿	1个孤儿	1	1	1	8	1	0.558741666666667	0.0439589655763581	0.882516666666667	1	1	TRUE	0.117483333333333	1	0.85	-0.38016017991866	9.26096817861845
0.85	4 homeless adults	53 adults	cMorals	byyl299	Male	25	cMorals1	64	1	1	64	key	500	d	9.61231941079931	Yes	1_1	4个流浪的人	53位成年人	1	1	1	64	1	0.406336134453782	0.0449507551696108	0.812672268907563	-1	0	FALSE	-0.187327731092437	0	0.85	0.574884425194498	9.03743498560482
0.95	4 nuns	49 celebrities	cMorals	byyl299	Male	25	cMorals1	51	1	1	51	key	500	k	8.75370301478483	No	1_1	4位修女	49个明星	1	1	1	51	1	0.498094488188976	0.0444147908590032	0.996188976377953	-1	1	FALSE	-0.00381102362204699	1	0.95	-0.335623604912439	9.08932661969727
0.95	47 university students	5 orphans	cMorals	byyl299	Male	25	cMorals1	103	1	1	103	key	500	d	8.67335898239866	Yes	1_1	47位大学生	5个孤儿	1	1	1	103	1	0.516892561983471	0.0451317508240283	0.966214876033058	1	1	TRUE	0.033785123966942	1	0.95	-0.208401100928803	8.88176008332746
0.95	6 elderly people	6 police officers	cMorals	byyl299	Male	25	cMorals1	32	1	1	32	key	500	k	9.5622992125612	No	1_1	6个老人	6位警察	1	1	1	32	1	0.510088	0.0426034659542074	0.979824	1	0	TRUE	0.020176	0	0.95	0.397130973805741	9.16516823875546
0.95	3 olympians	49 celebrities	cMorals	byyl299	Male	25	cMorals1	96	1	1	96	key	500	k	8.03304195506733	No	1_1	3个奥运选手	49个明星	1	1	1	96	1	0.522681818181818	0.0445842174409639	0.954636363636364	1	0	TRUE	0.045363636363636	0	0.95	-0.876659777386833	8.90970173245417
0.95	a homeless adult	9 judges	cMorals	byyl299	Male	25	cMorals1	17	1	1	17	key	500	k	9.00827314626462	No	1_1	1个流浪的人	9个法官	1	1	1	17	1	0.467138211382114	0.0450930098343892	0.934276422764228	1	0	TRUE	0.065723577235772	0	0.95	-0.216770054905211	9.22504320116983
0.95	49 celebrities	3 university students	cMorals	byyl299	Male	25	cMorals1	77	1	1	77	key	500	k	9.01035166612919	No	1_1	49个明星	3位大学生	1	1	1	77	1	0.536679389312977	0.0436883572108104	0.926641221374046	-1	1	FALSE	-0.073358778625954	1	0.95	0.024808314616824	8.98554335151237
0.95	a police officer	an adult	cMorals	byyl299	Male	25	cMorals1	2	1	1	2	key	500	k	9.31480848956554	No	1_1	1位警察	1位成年人	1	1	1	2	1	0.485834645669291	0.045523132956781	0.971669291338583	-1	1	FALSE	-0.028330708661417	1	0.95	0.0298903259813462	9.2849181635842
0.95	a homeless adult	a billionaire	cMorals	byyl299	Male	25	cMorals1	53	1	1	53	key	500	k	8.07492923506819	No	1_1	1个流浪的人	1位亿万富翁	1	1	1	53	1	0.4965	0.0462213607758334	0.993	1	0	TRUE	0.00700000000000001	0	0.95	-1.00641405630716	9.08134329137535
0.95	an astronaut	3 university students	cMorals	byyl299	Male	25	cMorals1	30	1	1	30	key	500	k	9.8356903944703	No	1_1	1位宇航员	3位大学生	1	1	1	30	1	0.510907692307692	0.0450598481637895	0.978184615384615	-1	1	FALSE	-0.021815384615385	1	0.95	0.662538827392923	9.17315156707738
0.95	an elderly person	a soldier	cMorals	byyl299	Male	25	cMorals1	82	1	1	82	key	500	k	9.72634456378278	No	1_1	1位老人	1位士兵	1	1	1	82	1	0.51734188034188	0.0492921769642066	0.965316239316239	-1	1	FALSE	-0.034683760683761	1	0.95	0.760759533075205	8.96558503070758
0.95	an assassin	49 hooligans	cMorals	byyl299	Male	25	cMorals1	56	1	1	56	key	500	k	9.09927472406699	No	1_1	1位刺客	49个流氓	1	1	1	56	1	0.513157024793388	0.044211519262517	0.973685950413223	-1	1	FALSE	-0.026314049586777	1	0.95	0.0299064251745127	9.06936829889248
0.95	5 astronauts	49 mentors	cMorals	byyl299	Male	25	cMorals1	111	1	1	111	key	500	k	9.77339595132546	No	1_1	5位宇航员	49位导师	1	1	1	111	1	0.510754098360656	0.0463347617435891	0.978491803278688	-1	1	FALSE	-0.021508196721312	1	0.95	0.92356918128566	8.8498267700398
0.95	an adult	3 university students	cMorals	byyl299	Male	25	cMorals1	66	1	1	66	key	500	k	9.5918884000242	No	1_1	1位成年人	3位大学生	1	1	1	66	1	0.466176	0.0454356844938582	0.932352	1	0	TRUE	0.067648	0	0.95	0.562436742741299	9.0294516572829
0.15	52 terrorists	6 elderly people	cMorals	fvbx433	Female	21	cMorals1	118	1	1	118	key	500	k	9.01190162829558	No	1_1	52个恐怖分子	6个老人	1	1	1	118	1	0.0885403225806452	0.0265608072777737	0.17708064516129	-1	1	FALSE	-0.82291935483871	1	0.15	0.176254268548014	8.83564735974756
0.15	9 rapists	48 nuns	cMorals	fvbx433	Female	21	cMorals1	78	1	1	78	key	500	k	7.88934674143396	No	1_1	9个强奸犯	48位修女	1	1	1	78	1	0.91404347826087	0.0259834231053665	0.171913043478261	-1	1	FALSE	-0.828086956521739	1	0.15	-0.9463006183136	8.83564735974756
0.15	53 adults	8 terrorists	cMorals	fvbx433	Female	21	cMorals1	41	1	1	41	key	500	k	8.92586648113853	No	1_1	53位成年人	8位恐怖分子	1	1	1	41	1	0.945252032520325	0.0208831418734039	0.10949593495935	1	0	TRUE	0.89050406504065	0	0.15	0.0902191213907688	8.83564735974776
0.15	a university student	an assassin	cMorals	fvbx433	Female	21	cMorals1	38	1	1	38	key	500	k	8.23023085988563	No	1_1	1位大学生	1位刺客	1	1	1	38	1	0.903516393442623	0.0282881541172501	0.192967213114754	1	0	TRUE	0.807032786885246	0	0.15	-0.605416499863731	8.83564735974936
0.15	a thief	an orphan	cMorals	fvbx433	Female	21	cMorals1	11	1	1	11	key	500	k	8.13847711659714	No	1_1	1个小偷	1个孤儿	1	1	1	11	1	0.0786016949152542	0.025179908822932	0.157203389830509	-1	1	FALSE	-0.842796610169491	1	0.15	-0.697799389885972	8.83627650648311
0.15	a rapist	a police officer	cMorals	fvbx433	Female	21	cMorals1	69	1	1	69	key	500	k	7.90746761899536	No	1_1	1位强奸犯	1位警察	1	1	1	69	1	0.937140740740741	0.021039999624299	0.125718518518519	-1	1	FALSE	-0.874281481481481	1	0.15	-0.928179740752197	8.83564735974756
0.15	48 soldiers	a hooligan	cMorals	fvbx433	Female	21	cMorals1	104	1	1	104	key	500	d	9.36031950585093	Yes	1_1	48位士兵	1个流氓	1	1	1	104	1	0.902620689655172	0.0267936305090119	0.194758620689655	1	1	TRUE	0.805241379310345	1	0.15	0.52467214610337	8.83564735974756
0.15	3 university students	8 terrorists	cMorals	fvbx433	Female	21	cMorals1	34	1	1	34	key	500	d	9.53872283155348	Yes	1_1	3位大学生	8位恐怖分子	1	1	1	34	1	0.9388046875	0.0218371937864291	0.122390625	1	1	TRUE	0.877609375	1	0.15	0.703075471772772	8.83564735978071
0.15	a police officer	47 pedophiles	cMorals	fvbx433	Female	21	cMorals1	105	1	1	105	key	500	k	7.79383419545788	No	1_1	1位警察	47个恋童癖	1	1	1	105	1	0.0680787401574803	0.0212568851427624	0.136157480314961	1	0	TRUE	0.863842519685039	0	0.15	-1.04181316428968	8.83564735974756
0.25	a hooligan	47 university students	cMorals	fvbx433	Female	21	cMorals1	20	1	1	20	key	500	k	8.3071139294224	No	1_1	1个流氓	47位大学生	1	1	1	20	1	0.867076271186441	0.031554158854438	0.265847457627119	-1	1	FALSE	-0.734152542372881	1	0.25	-0.528534323064155	8.83564825248656
0.25	a hooligan	a soldier	cMorals	fvbx433	Female	21	cMorals1	106	1	1	106	key	500	k	8.96437589287627	No	1_1	1个流氓	1位士兵	1	1	1	106	1	0.100512605042017	0.0267189741466584	0.201025210084034	-1	1	FALSE	-0.798974789915966	1	0.25	0.12872853312871	8.83564735974756
0.25	47 university students	52 terrorists	cMorals	fvbx433	Female	21	cMorals1	101	1	1	101	key	500	d	9.68736305989271	Yes	1_1	47位大学生	52个恐怖分子	1	1	1	101	1	0.89753781512605	0.0279932198049622	0.204924369747899	1	1	TRUE	0.795075630252101	1	0.25	0.851715700145148	8.83564735974756
0.25	a thief	49 mentors	cMorals	fvbx433	Female	21	cMorals1	96	1	1	96	key	500	k	9.05787660184691	No	1_1	1个小偷	49位导师	1	1	1	96	1	0.861852459016393	0.0321203143748862	0.276295081967213	-1	1	FALSE	-0.723704918032787	1	0.25	0.222229242099349	8.83564735974756
0.25	6 thieves	an astronaut	cMorals	fvbx433	Female	21	cMorals1	117	1	1	117	key	500	k	7.70332365966275	No	1_1	6个小偷	1位宇航员	1	1	1	117	1	0.144774193548387	0.032057336666112	0.289548387096774	-1	1	FALSE	-0.710451612903226	1	0.25	-1.13232370008481	8.83564735974756
0.25	3 pedophiles	a billionaire	cMorals	fvbx433	Female	21	cMorals1	64	1	1	64	key	500	k	9.90027740552204	No	1_1	3个恋童癖	1位亿万富翁	1	1	1	64	1	0.102482142857143	0.0294160459680265	0.204964285714286	-1	1	FALSE	-0.795035714285714	1	0.25	1.06463004577448	8.83564735974756
0.25	6 thieves	50 police officers	cMorals	fvbx433	Female	21	cMorals1	18	1	1	18	key	500	k	8.50063688909567	No	1_1	6个小偷	50位警官	1	1	1	18	1	0.850362831858407	0.0337529899839732	0.299274336283186	-1	1	FALSE	-0.700725663716814	1	0.25	-0.335014304363975	8.83565119345965
0.25	49 celebrities	a pedophile	cMorals	fvbx433	Female	21	cMorals1	42	1	1	42	key	500	k	8.80008380313368	No	1_1	49个明星	1位恋童癖的人	1	1	1	42	1	0.8950703125	0.0258547616626847	0.209859375	1	0	TRUE	0.790140625	0	0.25	-0.0355635566139743	8.83564735974766
0.25	a mentor	52 terrorists	cMorals	fvbx433	Female	21	cMorals1	83	1	1	83	key	500	d	9.69976052457707	Yes	1_1	1位导师	52个恐怖分子	1	1	1	83	1	0.101634146341463	0.0269042435396514	0.203268292682927	1	1	TRUE	0.796731707317073	1	0.25	0.864113164829508	8.83564735974756
0.25	a rapist	a billionaire	cMorals	fvbx433	Female	21	cMorals1	47	1	1	47	key	500	k	8.44054969984818	No	1_1	1位强奸犯	1位亿万富翁	1	1	1	47	1	0.893478991596639	0.0282336838180171	0.213042016806723	-1	1	FALSE	-0.786957983193277	1	0.25	-0.395097659899379	8.83564735974756
0.25	9 adults	a thief	cMorals	fvbx433	Female	21	cMorals1	114	1	1	114	key	500	d	9.47566179818926	Yes	1_1	9位成年人	1个小偷	1	1	1	114	1	0.875196721311475	0.0305450913822902	0.249606557377049	1	1	TRUE	0.750393442622951	1	0.25	0.6400144384417	8.83564735974756
0.25	9 rapists	49 celebrities	cMorals	fvbx433	Female	21	cMorals1	27	1	1	27	key	500	k	8.19654705873422	No	1_1	9个强奸犯	49个明星	1	1	1	27	1	0.882959349593496	0.0300514539325257	0.234081300813008	-1	1	FALSE	-0.765918699186992	1	0.25	-0.639100306453257	8.83564736518747
0.25	53 rapists	53 judges	cMorals	fvbx433	Female	21	cMorals1	37	1	1	37	key	500	k	8.70041434344906	No	1_1	53个强奸犯	53位法官	1	1	1	37	1	0.873528455284553	0.0308399749568794	0.252943089430894	-1	1	FALSE	-0.747056910569106	1	0.25	-0.135233016302228	8.83564735975129
0.25	47 pedophiles	6 addicts	cMorals	fvbx433	Female	21	cMorals1	100	1	1	100	key	500	k	8.07552042634227	No	1_1	47个恋童癖	6位瘾君子	1	1	1	100	1	0.14501652892562	0.0318548116380574	0.29003305785124	-1	1	FALSE	-0.70996694214876	1	0.25	-0.76012693340529	8.83564735974756
0.25	9 adults	a hooligan	cMorals	fvbx433	Female	21	cMorals1	66	1	1	66	key	500	d	9.73134006393839	Yes	1_1	9位成年人	1个流氓	1	1	1	66	1	0.861860655737705	0.0317186271636784	0.27627868852459	1	1	TRUE	0.72372131147541	1	0.25	0.895692704190825	8.83564735974756
